BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 2.8 18.0 70.0 2.7 "2011-01-26 07:10:00" 63.0 2.5 3.0 18.0
55.0 2.7 20.0 70.0 2.4 "2011-01-26 07:10:00" 64.0 3.0 4.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.6 260.0 70.0 2.0 "2011-01-26 07:15:00" 64.0 1.4 20.0 -100.0
57.0 2.6 272.0 68.0 2.4 "2011-01-26 07:15:00" 63.0 2.0 21.0 -88.0
57.0 2.2 274.0 66.0 1.9 "2011-01-26 07:15:00" 61.0 1.6 21.0 -86.0
57.0 2.2 276.0 66.0 2.3 "2011-01-26 07:15:00" 61.0 1.7 21.0 -84.0
56.0 2.4 278.0 69.0 2.8 "2011-01-26 07:15:00" 63.0 1.9 21.0 -82.0
48.0 1.7 284.0 61.0 2.0 "2011-01-26 07:15:00" 55.0 1.0 21.0 -76.0
46.0 2.5 290.0 68.0 1.6 "2011-01-26 07:15:00" 58.0 0.7 22.0 -70.0
47.0 3.2 292.0 68.0 2.8 "2011-01-26 07:15:00" 58.0 0.7 22.0 -68.0
47.0 3.0 294.0 67.0 3.1 "2011-01-26 07:15:00" 57.0 0.7 22.0 -66.0
47.0 2.7 296.0 67.0 4.1 "2011-01-26 07:15:00" 56.0 0.9 22.0 -64.0
47.0 2.4 298.0 67.0 4.0 "2011-01-26 07:15:00" 56.0 1.0 22.0 -62.0
48.0 2.2 300.0 69.0 2.6 "2011-01-26 07:15:00" 58.0 1.0 22.0 -60.0
48.0 2.3 302.0 69.0 2.6 "2011-01-26 07:15:00" 59.0 1.2 23.0 -58.0
47.0 2.2 308.0 63.0 1.2 "2011-01-26 07:15:00" 55.0 0.7 23.0 -52.0
47.0 1.9 310.0 62.0 0.7 "2011-01-26 07:15:00" 55.0 0.6 23.0 -50.0
49.0 2.5 316.0 64.0 2.3 "2011-01-26 07:15:00" 57.0 0.7 23.0 -44.0
50.0 1.4 318.0 62.0 0.9 "2011-01-26 07:15:00" 57.0 0.8 24.0 -42.0
50.0 1.7 322.0 64.0 2.2 "2011-01-26 07:15:00" 57.0 0.8 24.0 -38.0
50.0 1.9 328.0 70.0 2.3 "2011-01-26 07:15:00" 59.0 1.2 0.0 -32.0
50.0 2.6 330.0 64.0 1.6 "2011-01-26 07:15:00" 62.0 1.6 0.0 -30.0
52.0 4.7 346.0 68.0 2.7 "2011-01-26 07:15:00" 64.0 1.9 1.0 -14.0
53.0 4.1 348.0 64.0 1.9 "2011-01-26 07:15:00" 62.0 3.3 2.0 -12.0
54.0 3.3 354.0 66.0 2.5 "2011-01-26 07:15:00" 62.0 0.7 2.0 -6.0
54.0 3.9 356.0 69.0 3.6 "2011-01-26 07:15:00" 62.0 1.7 2.0 -4.0
53.0 4.7 358.0 69.0 3.6 "2011-01-26 07:15:00" 61.0 1.4 2.0 -2.0
53.0 5.1 0.0 70.0 3.2 "2011-01-26 07:15:00" 61.0 1.9 2.0 0.0
56.0 3.3 6.0 69.0 2.5 "2011-01-26 07:15:00" 62.0 1.2 3.0 6.0
55.0 3.9 16.0 70.0 2.8 "2011-01-26 07:15:00" 63.0 2.5 3.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 2.8 260.0 70.0 2.4 "2011-01-26 07:20:00" 64.0 1.2 20.0 -100.0
57.0 2.2 272.0 67.0 2.1 "2011-01-26 07:20:00" 62.0 1.6 21.0 -88.0
56.0 2.4 274.0 65.0 2.1 "2011-01-26 07:20:00" 61.0 1.6 21.0 -86.0
57.0 2.3 276.0 65.0 2.0 "2011-01-26 07:20:00" 61.0 1.7 21.0 -84.0
55.0 2.5 278.0 70.0 2.7 "2011-01-26 07:20:00" 62.0 1.7 21.0 -82.0
55.0 2.8 280.0 69.0 2.8 "2011-01-26 07:20:00" 62.0 1.6 21.0 -80.0
48.0 1.7 282.0 62.0 1.8 "2011-01-26 07:20:00" 54.0 1.1 21.0 -78.0
49.0 1.7 284.0 61.0 1.9 "2011-01-26 07:20:00" 55.0 1.0 21.0 -76.0
46.0 2.6 290.0 70.0 2.7 "2011-01-26 07:20:00" 58.0 0.6 22.0 -70.0
47.0 3.5 292.0 68.0 3.6 "2011-01-26 07:20:00" 58.0 0.6 22.0 -68.0
47.0 2.6 296.0 67.0 4.1 "2011-01-26 07:20:00" 57.0 0.6 22.0 -64.0
48.0 1.9 298.0 68.0 4.0 "2011-01-26 07:20:00" 57.0 0.7 22.0 -62.0
48.0 2.1 300.0 68.0 2.6 "2011-01-26 07:20:00" 58.0 1.0 22.0 -60.0
48.0 2.3 302.0 68.0 2.6 "2011-01-26 07:20:00" 58.0 1.3 23.0 -58.0
47.0 2.3 308.0 64.0 2.6 "2011-01-26 07:20:00" 55.0 0.9 23.0 -52.0
48.0 1.7 310.0 63.0 0.9 "2011-01-26 07:20:00" 56.0 0.6 23.0 -50.0
48.0 1.8 312.0 64.0 2.3 "2011-01-26 07:20:00" 56.0 0.5 23.0 -48.0
49.0 2.4 316.0 65.0 2.3 "2011-01-26 07:20:00" 57.0 0.7 24.0 -44.0
50.0 2.3 318.0 63.0 0.9 "2011-01-26 07:20:00" 58.0 0.7 24.0 -42.0
50.0 2.1 322.0 64.0 2.2 "2011-01-26 07:20:00" 57.0 0.7 24.0 -38.0
50.0 2.1 324.0 65.0 2.2 "2011-01-26 07:20:00" 58.0 1.2 0.0 -36.0
49.0 1.9 326.0 69.0 2.4 "2011-01-26 07:20:00" 58.0 1.3 0.0 -34.0
48.0 1.7 328.0 69.0 2.6 "2011-01-26 07:20:00" 57.0 1.4 0.0 -32.0
51.0 4.5 346.0 69.0 2.6 "2011-01-26 07:20:00" 64.0 1.8 2.0 -14.0
51.0 4.6 348.0 64.0 1.8 "2011-01-26 07:20:00" 62.0 3.3 2.0 -12.0
53.0 3.9 352.0 67.0 2.4 "2011-01-26 07:20:00" 62.0 1.6 2.0 -8.0
54.0 3.2 354.0 67.0 2.4 "2011-01-26 07:20:00" 62.0 0.3 2.0 -6.0
53.0 4.2 356.0 67.0 3.9 "2011-01-26 07:20:00" 61.0 0.8 2.0 -4.0
53.0 4.7 358.0 69.0 4.0 "2011-01-26 07:20:00" 61.0 1.4 2.0 -2.0
53.0 5.2 10.0 70.0 3.5 "2011-01-26 07:20:00" 62.0 1.2 3.0 10.0
53.0 5.2 12.0 70.0 3.5 "2011-01-26 07:20:00" 65.0 3.1 3.0 12.0
54.0 4.9 14.0 70.0 3.5 "2011-01-26 07:20:00" 64.0 2.6 3.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 2.9 260.0 70.0 2.4 "2011-01-26 07:25:00" 64.0 1.5 20.0 -100.0
55.0 2.7 272.0 70.0 2.5 "2011-01-26 07:25:00" 63.0 2.1 21.0 -88.0
56.0 2.5 276.0 65.0 2.2 "2011-01-26 07:25:00" 61.0 1.8 21.0 -84.0
55.0 2.6 278.0 67.0 2.7 "2011-01-26 07:25:00" 61.0 1.8 21.0 -82.0
46.0 3.1 290.0 70.0 2.8 "2011-01-26 07:25:00" 58.0 0.6 22.0 -70.0
47.0 3.3 292.0 68.0 3.6 "2011-01-26 07:25:00" 57.0 0.5 22.0 -68.0
48.0 2.4 296.0 65.0 2.6 "2011-01-26 07:25:00" 56.0 0.5 22.0 -64.0
48.0 2.1 298.0 65.0 1.4 "2011-01-26 07:25:00" 57.0 0.7 22.0 -62.0
48.0 2.1 300.0 69.0 2.3 "2011-01-26 07:25:00" 59.0 0.8 23.0 -60.0
47.0 2.4 308.0 64.0 0.8 "2011-01-26 07:25:00" 55.0 1.0 23.0 -52.0
48.0 1.7 310.0 64.0 1.2 "2011-01-26 07:25:00" 56.0 0.6 23.0 -50.0
48.0 1.7 312.0 65.0 1.9 "2011-01-26 07:25:00" 56.0 0.5 23.0 -48.0
50.0 2.3 318.0 64.0 2.3 "2011-01-26 07:25:00" 57.0 0.7 24.0 -42.0
50.0 2.5 322.0 64.0 2.2 "2011-01-26 07:25:00" 59.0 0.7 0.0 -38.0
50.0 2.5 324.0 66.0 2.3 "2011-01-26 07:25:00" 58.0 1.2 0.0 -36.0
48.0 1.8 326.0 66.0 2.3 "2011-01-26 07:25:00" 58.0 1.2 0.0 -34.0
48.0 1.7 328.0 65.0 2.3 "2011-01-26 07:25:00" 57.0 1.4 0.0 -32.0
51.0 4.2 346.0 69.0 2.6 "2011-01-26 07:25:00" 64.0 1.8 2.0 -14.0
52.0 4.1 348.0 68.0 2.6 "2011-01-26 07:25:00" 64.0 1.8 2.0 -12.0
53.0 4.1 350.0 66.0 2.4 "2011-01-26 07:25:00" 63.0 1.7 2.0 -10.0
53.0 3.9 352.0 67.0 2.4 "2011-01-26 07:25:00" 62.0 1.6 2.0 -8.0
53.0 4.0 354.0 68.0 2.0 "2011-01-26 07:25:00" 62.0 0.3 2.0 -6.0
53.0 4.2 356.0 69.0 2.0 "2011-01-26 07:25:00" 62.0 0.2 2.0 -4.0
53.0 5.5 358.0 68.0 3.7 "2011-01-26 07:25:00" 61.0 0.9 2.0 -2.0
54.0 4.9 0.0 68.0 3.7 "2011-01-26 07:25:00" 61.0 2.0 3.0 0.0
53.0 5.2 2.0 68.0 3.6 "2011-01-26 07:25:00" 61.0 2.0 3.0 2.0
53.0 4.8 4.0 68.0 3.5 "2011-01-26 07:25:00" 61.0 1.8 3.0 4.0
54.0 4.9 10.0 69.0 2.5 "2011-01-26 07:25:00" 67.0 2.5 3.0 10.0
54.0 4.7 14.0 70.0 3.5 "2011-01-26 07:25:00" 62.0 2.5 3.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.8 260.0 70.0 2.2 "2011-01-26 07:30:00" 64.0 1.5 20.0 -100.0
67.0 2.7 276.0 56.0 2.8 "2011-01-26 07:30:00" 61.0 1.8 21.0 -84.0
54.0 2.3 278.0 69.0 2.7 "2011-01-26 07:30:00" 61.0 1.9 21.0 -82.0
52.0 2.2 280.0 69.0 3.3 "2011-01-26 07:30:00" 60.0 2.1 21.0 -80.0
51.0 1.2 282.0 68.0 3.3 "2011-01-26 07:30:00" 59.0 2.1 21.0 -78.0
46.0 3.3 290.0 70.0 2.9 "2011-01-26 07:30:00" 58.0 0.6 22.0 -70.0
46.0 2.8 292.0 68.0 1.7 "2011-01-26 07:30:00" 57.0 0.5 22.0 -68.0
48.0 2.2 298.0 68.0 3.9 "2011-01-26 07:30:00" 58.0 0.6 23.0 -62.0
49.0 2.0 300.0 68.0 2.2 "2011-01-26 07:30:00" 59.0 0.6 23.0 -60.0
48.0 1.8 310.0 64.0 0.6 "2011-01-26 07:30:00" 56.0 0.8 23.0 -50.0
48.0 1.8 312.0 65.0 1.8 "2011-01-26 07:30:00" 56.0 0.7 23.0 -48.0
49.0 1.9 316.0 65.0 2.3 "2011-01-26 07:30:00" 57.0 0.6 24.0 -44.0
49.0 2.0 318.0 65.0 2.3 "2011-01-26 07:30:00" 57.0 0.8 24.0 -42.0
50.0 2.4 320.0 67.0 3.1 "2011-01-26 07:30:00" 59.0 0.6 24.0 -40.0
51.0 2.5 322.0 68.0 1.6 "2011-01-26 07:30:00" 59.0 0.7 0.0 -38.0
49.0 1.8 326.0 67.0 2.3 "2011-01-26 07:30:00" 58.0 1.2 0.0 -34.0
48.0 1.8 328.0 65.0 2.3 "2011-01-26 07:30:00" 57.0 1.3 1.0 -32.0
48.0 2.2 330.0 68.0 3.1 "2011-01-26 07:30:00" 57.0 1.4 1.0 -30.0
51.0 4.1 346.0 69.0 2.6 "2011-01-26 07:30:00" 64.0 1.7 2.0 -14.0
52.0 4.1 348.0 68.0 2.6 "2011-01-26 07:30:00" 63.0 1.9 2.0 -12.0
53.0 4.2 352.0 67.0 2.3 "2011-01-26 07:30:00" 62.0 1.5 2.0 -8.0
54.0 3.7 356.0 68.0 1.9 "2011-01-26 07:30:00" 62.0 0.2 2.0 -4.0
54.0 3.8 358.0 67.0 3.6 "2011-01-26 07:30:00" 60.0 0.9 3.0 -2.0
55.0 3.7 0.0 67.0 3.7 "2011-01-26 07:30:00" 61.0 1.0 3.0 0.0
53.0 5.3 2.0 68.0 3.5 "2011-01-26 07:30:00" 61.0 2.1 3.0 2.0
53.0 5.2 4.0 68.0 3.4 "2011-01-26 07:30:00" 61.0 2.1 3.0 4.0
54.0 4.6 6.0 68.0 3.4 "2011-01-26 07:30:00" 61.0 1.9 3.0 6.0
52.0 5.4 10.0 69.0 2.5 "2011-01-26 07:30:00" 61.0 1.5 3.0 10.0
52.0 5.1 12.0 70.0 3.5 "2011-01-26 07:30:00" 60.0 1.0 3.0 12.0
53.0 5.0 14.0 70.0 3.6 "2011-01-26 07:30:00" 62.0 2.3 4.0 14.0
53.0 5.1 16.0 70.0 3.5 "2011-01-26 07:30:00" 62.0 3.2 4.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
46.0 2.9 290.0 70.0 2.5 "2011-01-26 07:40:00" 58.0 1.4 22.0 -70.0
48.0 1.9 296.0 63.0 1.7 "2011-01-26 07:40:00" 56.0 0.5 23.0 -64.0
49.0 1.8 298.0 67.0 1.0 "2011-01-26 07:40:00" 58.0 0.5 23.0 -62.0
49.0 1.8 300.0 68.0 3.8 "2011-01-26 07:40:00" 59.0 0.5 23.0 -60.0
49.0 2.1 302.0 69.0 2.2 "2011-01-26 07:40:00" 60.0 0.9 23.0 -58.0
49.0 2.2 304.0 69.0 2.2 "2011-01-26 07:40:00" 61.0 0.8 23.0 -56.0
46.0 2.4 308.0 67.0 0.7 "2011-01-26 07:40:00" 56.0 0.9 23.0 -52.0
46.0 2.7 310.0 67.0 0.8 "2011-01-26 07:40:00" 56.0 0.8 23.0 -50.0
46.0 3.2 312.0 66.0 1.6 "2011-01-26 07:40:00" 56.0 0.8 24.0 -48.0
51.0 1.5 314.0 66.0 1.9 "2011-01-26 07:40:00" 59.0 0.7 24.0 -46.0
49.0 1.8 318.0 68.0 2.1 "2011-01-26 07:40:00" 58.0 0.9 0.0 -42.0
50.0 1.7 320.0 68.0 1.6 "2011-01-26 07:40:00" 59.0 0.6 0.0 -40.0
51.0 2.4 322.0 68.0 1.6 "2011-01-26 07:40:00" 60.0 0.6 0.0 -38.0
51.0 2.1 326.0 67.0 2.2 "2011-01-26 07:40:00" 59.0 0.8 1.0 -34.0
51.0 1.6 328.0 70.0 0.3 "2011-01-26 07:40:00" 63.0 0.6 1.0 -32.0
50.0 4.0 346.0 68.0 2.5 "2011-01-26 07:40:00" 63.0 1.8 2.0 -14.0
51.0 4.0 348.0 68.0 2.5 "2011-01-26 07:40:00" 63.0 1.8 2.0 -12.0
53.0 4.2 352.0 67.0 2.2 "2011-01-26 07:40:00" 62.0 1.5 2.0 -8.0
54.0 4.0 356.0 67.0 2.0 "2011-01-26 07:40:00" 62.0 0.2 3.0 -4.0
53.0 4.9 358.0 65.0 4.6 "2011-01-26 07:40:00" 59.0 1.4 3.0 -2.0
54.0 4.6 0.0 67.0 3.5 "2011-01-26 07:40:00" 60.0 1.0 3.0 0.0
53.0 5.5 2.0 68.0 3.4 "2011-01-26 07:40:00" 61.0 2.2 3.0 2.0
53.0 5.2 4.0 68.0 3.3 "2011-01-26 07:40:00" 61.0 2.3 3.0 4.0
55.0 4.0 6.0 68.0 3.3 "2011-01-26 07:40:00" 61.0 2.3 3.0 6.0
54.0 5.1 8.0 61.0 1.6 "2011-01-26 07:40:00" 60.0 1.6 3.0 8.0
55.0 3.5 10.0 67.0 2.6 "2011-01-26 07:40:00" 60.0 1.6 3.0 10.0
53.0 4.7 12.0 68.0 2.6 "2011-01-26 07:40:00" 60.0 2.4 4.0 12.0
54.0 4.7 14.0 70.0 3.7 "2011-01-26 07:40:00" 60.0 2.4 4.0 14.0
54.0 4.7 16.0 70.0 3.6 "2011-01-26 07:40:00" 64.0 2.1 4.0 16.0
53.0 4.8 18.0 70.0 3.0 "2011-01-26 07:40:00" 63.0 4.2 4.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.9 260.0 70.0 1.6 "2011-01-26 07:50:00" 65.0 1.5 20.0 -100.0
56.0 3.3 276.0 69.0 2.7 "2011-01-26 07:50:00" 62.0 1.8 21.0 -84.0
55.0 3.4 278.0 70.0 2.4 "2011-01-26 07:50:00" 63.0 1.7 22.0 -82.0
49.0 2.1 286.0 70.0 1.4 "2011-01-26 07:50:00" 60.0 1.8 22.0 -74.0
47.0 2.5 288.0 70.0 1.5 "2011-01-26 07:50:00" 59.0 1.8 22.0 -72.0
49.0 1.8 300.0 67.0 1.0 "2011-01-26 07:50:00" 58.0 0.6 23.0 -60.0
49.0 1.9 302.0 69.0 2.3 "2011-01-26 07:50:00" 60.0 1.0 23.0 -58.0
49.0 2.0 304.0 69.0 1.9 "2011-01-26 07:50:00" 61.0 1.0 23.0 -56.0
51.0 1.2 312.0 67.0 0.5 "2011-01-26 07:50:00" 61.0 0.9 24.0 -48.0
50.0 2.3 314.0 67.0 0.7 "2011-01-26 07:50:00" 61.0 1.0 24.0 -46.0
50.0 2.4 316.0 68.0 2.0 "2011-01-26 07:50:00" 59.0 0.9 0.0 -44.0
50.0 2.0 318.0 68.0 2.0 "2011-01-26 07:50:00" 59.0 0.9 0.0 -42.0
51.0 1.4 320.0 68.0 2.0 "2011-01-26 07:50:00" 59.0 1.0 0.0 -40.0
51.0 1.6 322.0 68.0 1.8 "2011-01-26 07:50:00" 60.0 0.9 0.0 -38.0
52.0 1.9 324.0 67.0 1.6 "2011-01-26 07:50:00" 60.0 0.9 1.0 -36.0
51.0 1.4 326.0 67.0 2.1 "2011-01-26 07:50:00" 60.0 1.0 1.0 -34.0
51.0 1.2 328.0 68.0 2.0 "2011-01-26 07:50:00" 61.0 1.0 1.0 -32.0
51.0 4.3 348.0 68.0 2.5 "2011-01-26 07:50:00" 64.0 1.7 2.0 -12.0
53.0 4.1 350.0 68.0 2.5 "2011-01-26 07:50:00" 63.0 1.7 2.0 -10.0
53.0 4.0 352.0 67.0 2.2 "2011-01-26 07:50:00" 62.0 1.4 2.0 -8.0
53.0 4.0 354.0 70.0 1.0 "2011-01-26 07:50:00" 65.0 2.2 3.0 -6.0
53.0 5.0 0.0 67.0 3.3 "2011-01-26 07:50:00" 60.0 1.1 3.0 0.0
53.0 5.3 2.0 68.0 3.3 "2011-01-26 07:50:00" 61.0 2.4 3.0 2.0
54.0 4.6 4.0 68.0 3.3 "2011-01-26 07:50:00" 61.0 2.4 3.0 4.0
54.0 4.7 6.0 68.0 3.0 "2011-01-26 07:50:00" 61.0 2.4 3.0 6.0
54.0 4.5 16.0 66.0 2.1 "2011-01-26 07:50:00" 64.0 2.1 4.0 16.0
53.0 4.5 18.0 70.0 3.1 "2011-01-26 07:50:00" 63.0 4.3 4.0 18.0
54.0 4.0 20.0 63.0 4.3 "2011-01-26 07:50:00" 58.0 2.0 4.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.8 260.0 70.0 2.2 "2011-01-26 07:55:00" 64.0 1.4 20.0 -100.0
55.0 3.4 276.0 70.0 2.7 "2011-01-26 07:55:00" 63.0 2.5 21.0 -84.0
56.0 3.5 278.0 70.0 2.5 "2011-01-26 07:55:00" 63.0 1.7 22.0 -82.0
50.0 2.1 284.0 70.0 1.5 "2011-01-26 07:55:00" 61.0 1.6 22.0 -76.0
47.0 2.5 288.0 70.0 1.4 "2011-01-26 07:55:00" 59.0 1.8 22.0 -72.0
47.0 2.0 296.0 63.0 1.7 "2011-01-26 07:55:00" 55.0 1.2 23.0 -64.0
48.0 2.0 300.0 65.0 0.8 "2011-01-26 07:55:00" 57.0 1.1 23.0 -60.0
49.0 1.9 302.0 69.0 2.6 "2011-01-26 07:55:00" 60.0 1.0 23.0 -58.0
49.0 1.9 304.0 69.0 1.8 "2011-01-26 07:55:00" 61.0 1.0 23.0 -56.0
51.0 1.3 312.0 66.0 0.6 "2011-01-26 07:55:00" 60.0 0.8 24.0 -48.0
50.0 2.2 314.0 67.0 0.7 "2011-01-26 07:55:00" 61.0 0.8 0.0 -46.0
51.0 2.1 316.0 67.0 2.3 "2011-01-26 07:55:00" 59.0 0.7 0.0 -44.0
50.0 2.6 318.0 67.0 2.3 "2011-01-26 07:55:00" 59.0 0.8 0.0 -42.0
51.0 1.6 320.0 69.0 1.8 "2011-01-26 07:55:00" 60.0 0.9 0.0 -40.0
52.0 1.6 322.0 69.0 1.8 "2011-01-26 07:55:00" 61.0 0.9 1.0 -38.0
51.0 1.9 324.0 67.0 1.2 "2011-01-26 07:55:00" 61.0 0.9 1.0 -36.0
52.0 1.2 326.0 67.0 1.2 "2011-01-26 07:55:00" 61.0 1.0 1.0 -34.0
51.0 1.3 328.0 68.0 1.9 "2011-01-26 07:55:00" 61.0 1.0 1.0 -32.0
53.0 4.1 350.0 68.0 2.4 "2011-01-26 07:55:00" 63.0 2.0 2.0 -10.0
53.0 4.7 0.0 67.0 3.3 "2011-01-26 07:55:00" 60.0 1.1 3.0 0.0
54.0 4.3 2.0 68.0 3.3 "2011-01-26 07:55:00" 61.0 2.5 3.0 2.0
54.0 4.4 4.0 68.0 3.2 "2011-01-26 07:55:00" 61.0 2.5 3.0 4.0
54.0 4.6 6.0 68.0 3.0 "2011-01-26 07:55:00" 61.0 2.5 3.0 6.0
55.0 4.2 16.0 70.0 4.3 "2011-01-26 07:55:00" 64.0 2.0 4.0 16.0
55.0 3.7 18.0 65.0 2.1 "2011-01-26 07:55:00" 60.0 2.1 4.0 18.0
54.0 4.0 20.0 63.0 4.3 "2011-01-26 07:55:00" 58.0 2.0 4.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.8 260.0 70.0 2.3 "2011-01-26 08:00:00" 64.0 1.3 21.0 -100.0
55.0 3.4 276.0 70.0 2.7 "2011-01-26 08:00:00" 62.0 2.3 22.0 -84.0
49.0 2.4 284.0 70.0 1.8 "2011-01-26 08:00:00" 61.0 1.5 22.0 -76.0
49.0 2.3 286.0 70.0 1.3 "2011-01-26 08:00:00" 60.0 1.7 22.0 -74.0
47.0 2.6 288.0 70.0 1.4 "2011-01-26 08:00:00" 60.0 1.7 22.0 -72.0
48.0 2.0 300.0 66.0 1.1 "2011-01-26 08:00:00" 57.0 1.3 23.0 -60.0
48.0 2.0 302.0 68.0 2.1 "2011-01-26 08:00:00" 58.0 1.5 23.0 -58.0
49.0 1.9 304.0 69.0 1.8 "2011-01-26 08:00:00" 60.0 0.9 23.0 -56.0
50.0 1.5 310.0 70.0 0.7 "2011-01-26 08:00:00" 63.0 0.8 24.0 -50.0
49.0 1.7 312.0 64.0 0.7 "2011-01-26 08:00:00" 60.0 0.7 24.0 -48.0
51.0 2.2 318.0 67.0 2.3 "2011-01-26 08:00:00" 59.0 0.7 0.0 -42.0
52.0 1.7 320.0 68.0 2.1 "2011-01-26 08:00:00" 60.0 0.9 1.0 -40.0
52.0 1.9 322.0 70.0 1.8 "2011-01-26 08:00:00" 61.0 0.9 1.0 -38.0
52.0 1.1 328.0 68.0 1.8 "2011-01-26 08:00:00" 62.0 1.0 1.0 -32.0
52.0 4.5 348.0 68.0 2.4 "2011-01-26 08:00:00" 64.0 1.6 2.0 -12.0
54.0 4.2 350.0 68.0 2.4 "2011-01-26 08:00:00" 63.0 2.0 3.0 -10.0
54.0 3.6 354.0 69.0 0.9 "2011-01-26 08:00:00" 65.0 1.7 3.0 -6.0
54.0 3.8 356.0 70.0 0.9 "2011-01-26 08:00:00" 64.0 1.3 3.0 -4.0
53.0 4.9 2.0 68.0 3.2 "2011-01-26 08:00:00" 61.0 2.5 3.0 2.0
53.0 5.2 4.0 68.0 3.2 "2011-01-26 08:00:00" 61.0 2.5 3.0 4.0
53.0 4.7 6.0 68.0 2.9 "2011-01-26 08:00:00" 61.0 2.6 4.0 6.0
55.0 3.4 8.0 70.0 2.0 "2011-01-26 08:00:00" 60.0 1.4 4.0 8.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 3.2 260.0 70.0 2.2 "2011-01-26 08:10:00" 64.0 1.6 21.0 -100.0
48.0 2.7 284.0 70.0 1.9 "2011-01-26 08:10:00" 60.0 1.6 22.0 -76.0
47.0 3.0 286.0 70.0 1.3 "2011-01-26 08:10:00" 59.0 1.7 22.0 -74.0
48.0 1.9 302.0 69.0 3.7 "2011-01-26 08:10:00" 59.0 1.1 23.0 -58.0
49.0 1.8 304.0 69.0 2.0 "2011-01-26 08:10:00" 60.0 1.1 24.0 -56.0
49.0 1.9 312.0 65.0 1.1 "2011-01-26 08:10:00" 60.0 0.9 0.0 -48.0
51.0 2.2 316.0 67.0 2.1 "2011-01-26 08:10:00" 59.0 1.1 0.0 -44.0
52.0 1.7 320.0 67.0 2.1 "2011-01-26 08:10:00" 60.0 0.7 1.0 -40.0
53.0 1.5 322.0 68.0 2.1 "2011-01-26 08:10:00" 60.0 0.8 1.0 -38.0
53.0 1.9 324.0 67.0 1.8 "2011-01-26 08:10:00" 60.0 0.8 1.0 -36.0
53.0 1.9 326.0 67.0 1.8 "2011-01-26 08:10:00" 60.0 0.8 1.0 -34.0
51.0 3.3 328.0 68.0 1.2 "2011-01-26 08:10:00" 61.0 1.0 1.0 -32.0
49.0 3.4 330.0 68.0 1.8 "2011-01-26 08:10:00" 63.0 0.9 1.0 -30.0
56.0 2.0 334.0 70.0 1.8 "2011-01-26 08:10:00" 65.0 0.5 2.0 -26.0
55.0 3.7 350.0 68.0 2.4 "2011-01-26 08:10:00" 63.0 1.6 3.0 -10.0
54.0 4.5 352.0 68.0 2.4 "2011-01-26 08:10:00" 63.0 1.6 3.0 -8.0
54.0 4.1 354.0 67.0 0.5 "2011-01-26 08:10:00" 65.0 1.6 3.0 -6.0
53.0 4.6 356.0 68.0 1.0 "2011-01-26 08:10:00" 64.0 1.8 3.0 -4.0
54.0 4.5 358.0 68.0 0.9 "2011-01-26 08:10:00" 65.0 1.8 3.0 -2.0
54.0 4.3 2.0 68.0 2.1 "2011-01-26 08:10:00" 63.0 0.2 3.0 2.0
54.0 4.0 4.0 68.0 3.1 "2011-01-26 08:10:00" 61.0 1.1 4.0 4.0
53.0 4.6 6.0 70.0 2.3 "2011-01-26 08:10:00" 61.0 2.8 4.0 6.0
54.0 4.0 8.0 70.0 2.3 "2011-01-26 08:10:00" 60.0 1.5 4.0 8.0
54.0 4.4 12.0 70.0 4.7 "2011-01-26 08:10:00" 62.0 4.3 4.0 12.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
54.0 3.5 260.0 70.0 2.2 "2011-01-26 08:15:00" 65.0 2.2 21.0 -100.0
48.0 2.6 288.0 65.0 2.0 "2011-01-26 08:15:00" 57.0 0.7 23.0 -72.0
49.0 1.9 294.0 66.0 3.4 "2011-01-26 08:15:00" 58.0 0.1 23.0 -66.0
50.0 2.4 296.0 65.0 3.4 "2011-01-26 08:15:00" 57.0 0.3 23.0 -64.0
49.0 1.9 298.0 62.0 2.0 "2011-01-26 08:15:00" 56.0 0.9 23.0 -62.0
48.0 1.9 304.0 68.0 1.9 "2011-01-26 08:15:00" 61.0 1.1 24.0 -56.0
